Ward/Neighborhood,Happiness,Beauty of Neighborhood,Convenience of Getting Around,Housing Condition,Street and Sidewalk Maintenance,Public Schools,Police Department,Community Events,City Services Information,Beauty of Neighborhood_scaled,Convenience of Getting Around_scaled,Housing Condition_scaled,Street and Sidewalk Maintenance_scaled,Public Schools_scaled,Police Department_scaled,Community Events_scaled,City Services Information_scaled,Happiness_Encoded
6.0,3.0,4.0,5.0,4.0,2.0,3.0,3.0,4.0,4.0,0.75,1.0,0.75,0.25,0.5,0.5,0.75,0.75,0.5
7.0,4.0,3.0,3.0,4.0,2.0,3.0,4.0,3.0,2.0,0.5,0.5,0.75,0.25,0.5,0.75,0.5,0.25,0.6666666666666666
1.0,5.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,0.75,0.5,0.75,0.75,0.5,0.75,0.25,0.5,0.8333333333333334
6.0,5.0,5.0,5.0,3.0,4.0,3.0,5.0,5.0,5.0,1.0,1.0,0.5,0.75,0.5,1.0,1.0,1.0,0.8333333333333334
3.0,4.0,5.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,1.0,0.75,1.0,0.5,0.75,1.0,1.0,0.75,0.6666666666666666
2.0,4.0,3.0,3.0,5.0,2.0,3.0,4.0,5.0,5.0,0.5,0.5,1.0,0.25,0.5,0.75,1.0,1.0,0.6666666666666666
5.0,5.0,3.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,0.5,0.25,0.75,0.25,0.5,0.5,0.5,0.75,0.8333333333333334
4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.75,0.6666666666666666
4.0,4.0,4.0,4.0,5.0,5.0,3.0,5.0,4.0,5.0,0.75,0.75,1.0,1.0,0.5,1.0,0.75,1.0,0.6666666666666666
5.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,5.0,5.0,0.75,0.75,0.5,0.25,0.5,0.75,1.0,1.0,0.6666666666666666
5.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,1.0,0.75,1.0,0.75,0.5,1.0,0.75,1.0,0.6666666666666666
5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,0.75,1.0,0.75,0.75,0.5,0.75,0.75,1.0,0.6666666666666666
6.0,4.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,4.0,0.75,0.5,0.75,0.25,0.25,0.5,0.75,0.75,0.6666666666666666
3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,1.0,0.75,0.75,0.75,0.5,0.5,1.0,0.5,0.6666666666666666
4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,4.0,5.0,0.5,0.5,0.25,0.75,0.5,0.5,0.75,1.0,0.6666666666666666
3.0,3.0,4.0,3.0,5.0,2.0,3.0,3.0,5.0,4.0,0.75,0.5,1.0,0.25,0.5,0.5,1.0,0.75,0.5
5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
1.0,4.0,4.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,0.75,0.75,1.0,1.0,0.5,0.75,0.75,0.75,0.6666666666666666
5.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.3333333333333333
1.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.8333333333333334
4.0,4.0,3.0,2.0,4.0,1.0,3.0,4.0,2.0,4.0,0.5,0.25,0.75,0.0,0.5,0.75,0.25,0.75,0.6666666666666666
7.0,4.0,4.0,5.0,4.0,5.0,2.0,3.0,5.0,5.0,0.75,1.0,0.75,1.0,0.25,0.5,1.0,1.0,0.6666666666666666
2.0,3.0,3.0,2.0,5.0,1.0,3.0,4.0,4.0,4.0,0.5,0.25,1.0,0.0,0.5,0.75,0.75,0.75,0.5
2.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,0.75,1.0,0.75,0.75,0.75,0.5,0.75,0.75,0.6666666666666666
6.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,0.75,1.0,1.0,0.75,0.75,0.75,0.75,1.0,0.8333333333333334
7.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,3.0,0.5,0.5,0.5,0.25,0.25,0.75,0.5,0.5,0.5
6.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,3.0,0.75,0.75,0.5,0.75,0.5,0.25,0.75,0.5,0.5
2.0,1.0,3.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,0.5,0.75,0.75,0.25,0.0,0.25,0.5,0.5,0.16666666666666666
3.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,5.0,2.0,0.75,0.75,1.0,1.0,0.5,0.5,1.0,0.25,0.6666666666666666
7.0,5.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,4.0,0.75,0.75,1.0,0.75,0.5,0.75,0.5,0.75,0.8333333333333334
3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,0.75,0.75,0.75,0.5,0.5,0.5,0.5,1.0,0.6666666666666666
6.0,5.0,3.0,3.0,5.0,3.0,3.0,4.0,5.0,5.0,0.5,0.5,1.0,0.5,0.5,0.75,1.0,1.0,0.8333333333333334
6.0,4.0,5.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,1.0,1.0,0.75,0.75,0.5,0.5,0.75,0.75,0.6666666666666666
2.0,4.0,5.0,3.0,4.0,2.0,4.0,5.0,5.0,4.0,1.0,0.5,0.75,0.25,0.75,1.0,1.0,0.75,0.6666666666666666
2.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,5.0,3.0,1.0,0.75,1.0,0.25,0.25,0.5,1.0,0.5,0.6666666666666666
6.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,4.0,5.0,0.75,0.75,1.0,0.25,0.25,0.5,0.75,1.0,0.6666666666666666
6.0,5.0,5.0,4.0,5.0,2.0,1.0,5.0,5.0,5.0,1.0,0.75,1.0,0.25,0.0,1.0,1.0,1.0,0.8333333333333334
3.0,3.0,3.0,5.0,5.0,2.0,3.0,2.0,5.0,5.0,0.5,1.0,1.0,0.25,0.5,0.25,1.0,1.0,0.5
3.0,3.0,3.0,3.0,5.0,5.0,2.0,5.0,5.0,5.0,0.5,0.5,1.0,1.0,0.25,1.0,1.0,1.0,0.5
4.0,5.0,5.0,4.0,5.0,2.0,3.0,5.0,5.0,3.0,1.0,0.75,1.0,0.25,0.5,1.0,1.0,0.5,0.8333333333333334
6.0,4.0,3.0,4.0,5.0,3.0,4.0,5.0,5.0,5.0,0.5,0.75,1.0,0.5,0.75,1.0,1.0,1.0,0.6666666666666666
3.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,1.0,0.75,0.75,0.75,0.5,0.5,1.0,1.0,0.6666666666666666
2.0,4.0,5.0,4.0,5.0,2.0,3.0,5.0,5.0,5.0,1.0,0.75,1.0,0.25,0.5,1.0,1.0,1.0,0.6666666666666666
2.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,0.5,0.5,0.5,0.5,0.25,0.5,0.5,0.5,0.6666666666666666
4.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,1.0,0.6666666666666666
6.0,5.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,3.0,1.0,1.0,0.5,1.0,0.5,0.5,0.75,0.5,0.8333333333333334
5.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,0.5,0.5,0.75,0.25,0.5,0.5,0.5,0.75,0.6666666666666666
6.0,4.0,4.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,0.75,0.5,0.5,0.0,0.5,0.5,0.5,0.5,0.6666666666666666
3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,4.0,0.75,0.75,0.75,0.75,0.5,0.75,1.0,0.75,0.5
3.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,4.0,4.0,0.25,0.75,0.25,0.75,0.5,0.75,0.75,0.75,0.3333333333333333
6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
3.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,1.0,1.0,1.0,1.0,0.5,0.75,1.0,1.0,0.6666666666666666
6.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,0.25,0.5,0.5,0.5,0.25,0.5,0.75,0.75,0.5
1.0,4.0,5.0,4.0,4.0,5.0,3.0,2.0,5.0,4.0,1.0,0.75,0.75,1.0,0.5,0.25,1.0,0.75,0.6666666666666666
1.0,5.0,1.0,5.0,5.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,1.0,0.0,0.25,0.25,0.25,1.0,0.8333333333333334
3.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,0.75,0.5,0.75,0.5,0.5,0.75,1.0,1.0,0.6666666666666666
6.0,4.0,3.0,4.0,3.0,1.0,3.0,2.0,2.0,1.0,0.5,0.75,0.5,0.0,0.5,0.25,0.25,0.0,0.6666666666666666
5.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,5.0,4.0,1.0,0.75,1.0,0.75,0.75,1.0,1.0,0.75,0.8333333333333334
3.0,3.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,1.0,0.5,0.75,0.5,0.75,0.75,0.5
5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,0.75,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.8333333333333334
4.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,5.0,5.0,1.0,0.5,0.5,0.75,0.75,0.75,1.0,1.0,0.8333333333333334
3.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,0.5,1.0,1.0,0.5,0.5,0.75,0.75,0.75,0.6666666666666666
5.0,5.0,4.0,4.0,5.0,3.0,4.0,3.0,4.0,4.0,0.75,0.75,1.0,0.5,0.75,0.5,0.75,0.75,0.8333333333333334
2.0,5.0,5.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,1.0,0.75,0.5,0.5,0.5,1.0,1.0,1.0,0.8333333333333334
5.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,1.0,0.6666666666666666
4.0,2.0,5.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,1.0,1.0,0.5,1.0,0.75,1.0,1.0,1.0,0.3333333333333333
,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,0.75,1.0,1.0,1.0,1.0,0.8333333333333334
2.0,4.0,3.0,4.0,4.0,2.0,4.0,2.0,3.0,4.0,0.5,0.75,0.75,0.25,0.75,0.25,0.5,0.75,0.6666666666666666
5.0,4.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,5.0,0.75,0.75,0.75,0.75,0.5,1.0,0.75,1.0,0.6666666666666666
6.0,4.0,3.0,1.0,5.0,1.0,4.0,4.0,3.0,4.0,0.5,0.0,1.0,0.0,0.75,0.75,0.5,0.75,0.6666666666666666
6.0,3.0,4.0,5.0,3.0,3.0,3.0,5.0,4.0,4.0,0.75,1.0,0.5,0.5,0.5,1.0,0.75,0.75,0.5
3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,3.0,4.0,1.0,1.0,1.0,0.75,0.75,0.75,0.5,0.75,0.8333333333333334
7.0,5.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,0.75,1.0,0.75,0.75,0.75,1.0,1.0,0.8333333333333334
2.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,0.5,0.75,1.0,0.75,0.5,0.75,0.75,0.5,0.5
3.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,0.75,1.0,0.75,0.75,0.75,1.0,1.0,1.0,0.6666666666666666
7.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,5.0,0.75,1.0,0.75,0.75,0.5,0.75,0.75,1.0,0.8333333333333334
2.0,4.0,5.0,4.0,5.0,4.0,2.0,4.0,5.0,5.0,1.0,0.75,1.0,0.75,0.25,0.75,1.0,1.0,0.6666666666666666
7.0,4.0,5.0,4.0,4.0,3.0,3.0,1.0,5.0,5.0,1.0,0.75,0.75,0.5,0.5,0.0,1.0,1.0,0.6666666666666666
7.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,0.5,1.0,0.75,0.5,0.5,0.5,1.0,0.5,0.6666666666666666
3.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,4.0,4.0,0.75,0.5,1.0,0.5,0.75,0.75,0.75,0.75,0.8333333333333334
3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,2.0,0.25,0.25,0.25,0.25,0.75,0.5,0.25,0.25,0.5
3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
3.0,1.0,5.0,1.0,5.0,3.0,3.0,4.0,3.0,5.0,1.0,0.0,1.0,0.5,0.5,0.75,0.5,1.0,0.16666666666666666
2.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,0.25,0.5,0.5,0.25,0.5,0.75,0.75,0.5,0.6666666666666666
6.0,4.0,4.0,5.0,4.0,3.0,3.0,5.0,5.0,5.0,0.75,1.0,0.75,0.5,0.5,1.0,1.0,1.0,0.6666666666666666
2.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,0.5,0.8333333333333334
6.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,5.0,3.0,0.25,0.0,0.25,0.5,0.5,0.5,1.0,0.5,0.5
3.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,0.75,0.5,0.75,0.5,0.75,0.75,0.75,1.0,0.6666666666666666
5.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,4.0,3.0,1.0,1.0,1.0,0.75,0.5,0.5,0.75,0.5,0.6666666666666666
4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.8333333333333334
6.0,5.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,5.0,0.5,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.8333333333333334
1.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,1.0,0.75,1.0,0.75,0.5,0.75,1.0,1.0,0.8333333333333334
1.0,5.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,0.75,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.8333333333333334
2.0,4.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,4.0,1.0,0.75,1.0,0.75,0.5,1.0,1.0,0.75,0.6666666666666666
3.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,1.0,1.0,0.75,0.75,0.75,1.0,0.75,0.8333333333333334
3.0,5.0,1.0,2.0,5.0,1.0,3.0,4.0,4.0,5.0,0.0,0.25,1.0,0.0,0.5,0.75,0.75,1.0,0.8333333333333334
6.0,3.0,5.0,5.0,5.0,3.0,4.0,5.0,3.0,5.0,1.0,1.0,1.0,0.5,0.75,1.0,0.5,1.0,0.5
2.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,0.5,0.5,0.75,0.75,0.5,0.75,0.75,0.75,0.6666666666666666
4.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,0.5,0.75,0.5,0.5,0.5,0.75,0.5,0.5,0.8333333333333334
2.0,5.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,5.0,0.75,0.75,0.5,0.25,0.75,0.75,0.5,1.0,0.8333333333333334
5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,1.0,1.0,1.0,0.75,0.5,1.0,1.0,0.75,0.8333333333333334
6.0,5.0,5.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,1.0,0.25,0.0,0.5,0.5,0.75,0.75,0.75,0.8333333333333334
2.0,5.0,3.0,3.0,5.0,4.0,4.0,5.0,4.0,5.0,0.5,0.5,1.0,0.75,0.75,1.0,0.75,1.0,0.8333333333333334
2.0,5.0,5.0,4.0,4.0,3.0,3.0,3.0,5.0,5.0,1.0,0.75,0.75,0.5,0.5,0.5,1.0,1.0,0.8333333333333334
5.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,5.0,4.0,0.5,0.5,0.75,0.75,0.5,0.75,1.0,0.75,0.6666666666666666
7.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,4.0,0.75,0.75,0.75,0.5,0.75,0.5,0.75,0.75,0.6666666666666666
4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.8333333333333334
4.0,1.0,1.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.16666666666666666
6.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,5.0,3.0,0.75,1.0,1.0,1.0,0.5,0.5,1.0,0.5,0.8333333333333334
3.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,5.0,3.0,0.75,1.0,0.75,1.0,0.5,0.5,1.0,0.5,0.6666666666666666
3.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,1.0,0.5,0.5,0.75,0.75,0.75,0.8333333333333334
4.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,0.25,0.5,0.5,0.5,0.25,0.5,0.16666666666666666
6.0,3.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,4.0,0.75,1.0,0.75,0.5,1.0,0.5,0.75,0.75,0.5
1.0,5.0,4.0,5.0,5.0,4.0,3.0,3.0,5.0,3.0,0.75,1.0,1.0,0.75,0.5,0.5,1.0,0.5,0.8333333333333334
5.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,5.0,4.0,0.75,1.0,0.75,0.5,0.5,0.75,1.0,0.75,0.6666666666666666
5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.25,0.6666666666666666
2.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,0.75,0.5,0.75,0.5,0.5,0.5,0.75,0.75,0.5
7.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,1.0,0.5,0.75,0.75,0.5,0.75,0.75,0.5,0.5
6.0,5.0,3.0,5.0,5.0,1.0,2.0,1.0,4.0,3.0,0.5,1.0,1.0,0.0,0.25,0.0,0.75,0.5,0.8333333333333334
6.0,4.0,2.0,5.0,5.0,2.0,3.0,3.0,4.0,4.0,0.25,1.0,1.0,0.25,0.5,0.5,0.75,0.75,0.6666666666666666
6.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,1.0,1.0,1.0,0.75,0.75,0.5,1.0,1.0,0.8333333333333334
7.0,5.0,3.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,0.5,1.0,0.75,0.0,1.0,1.0,1.0,1.0,0.8333333333333334
5.0,5.0,4.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,0.75,0.75,0.75,0.75,0.5,1.0,1.0,1.0,0.8333333333333334
3.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,0.5,0.5,0.75,0.5,0.5,0.75,0.25,0.5,0.5
7.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,1.0,0.75,1.0,0.75,0.75,0.75,1.0,1.0,0.6666666666666666
6.0,4.0,5.0,5.0,4.0,3.0,3.0,4.0,5.0,5.0,1.0,1.0,0.75,0.5,0.5,0.75,1.0,1.0,0.6666666666666666
2.0,5.0,4.0,2.0,3.0,1.0,3.0,2.0,3.0,5.0,0.75,0.25,0.5,0.0,0.5,0.25,0.5,1.0,0.8333333333333334
1.0,5.0,2.0,2.0,4.0,1.0,2.0,5.0,4.0,4.0,0.25,0.25,0.75,0.0,0.25,1.0,0.75,0.75,0.8333333333333334
1.0,5.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,0.25,0.75,0.75,0.75,0.5,0.75,0.75,0.5,0.8333333333333334
5.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,4.0,4.0,0.75,0.75,1.0,0.5,0.5,0.75,0.75,0.75,0.8333333333333334
7.0,3.0,4.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,0.75,0.75,1.0,0.75,0.5,1.0,1.0,1.0,0.5
5.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,5.0,3.0,0.75,0.5,0.75,0.5,0.5,0.75,1.0,0.5,0.6666666666666666
2.0,4.0,3.0,2.0,3.0,1.0,2.0,2.0,3.0,3.0,0.5,0.25,0.5,0.0,0.25,0.25,0.5,0.5,0.6666666666666666
2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,0.25,0.75,0.25,0.5,0.5,0.5,0.75,0.75,0.6666666666666666
1.0,5.0,5.0,5.0,5.0,3.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,0.5,0.0,0.75,0.75,1.0,0.8333333333333334
3.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,0.5,0.5,0.75,0.5,0.5,0.75,0.5,0.75,0.6666666666666666
6.0,4.0,5.0,5.0,3.0,5.0,3.0,3.0,5.0,5.0,1.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,0.6666666666666666
6.0,5.0,5.0,2.0,5.0,3.0,5.0,4.0,5.0,4.0,1.0,0.25,1.0,0.5,1.0,0.75,1.0,0.75,0.8333333333333334
7.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.8333333333333334
2.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,4.0,0.5,0.75,0.75,0.25,0.75,0.5,0.75,0.75,0.6666666666666666
7.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,4.0,0.5,1.0,0.75,0.5,0.5,0.75,0.5,0.75,0.6666666666666666
7.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,0.5,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.5
2.0,3.0,1.0,2.0,4.0,1.0,3.0,2.0,4.0,3.0,0.0,0.25,0.75,0.0,0.5,0.25,0.75,0.5,0.5
4.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,0.75,0.25,0.75,0.75,0.5,0.75,0.5,0.5,0.5
6.0,4.0,4.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,0.75,0.75,1.0,0.75,0.5,0.75,0.75,0.75,0.6666666666666666
1.0,5.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,0.75,0.75,0.75,0.5,0.75,0.75,0.75,0.5,0.8333333333333334
6.0,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,3.0,1.0,0.75,1.0,1.0,0.75,0.75,1.0,0.5,0.8333333333333334
4.0,4.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,5.0,1.0,0.5,0.75,1.0,0.5,0.5,1.0,1.0,0.6666666666666666
2.0,4.0,2.0,5.0,4.0,1.0,3.0,5.0,3.0,5.0,0.25,1.0,0.75,0.0,0.5,1.0,0.5,1.0,0.6666666666666666
1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,0.5,0.5,0.5,0.5,0.5,0.75,0.5,0.25,0.5
2.0,5.0,3.0,2.0,5.0,1.0,2.0,4.0,5.0,4.0,0.5,0.25,1.0,0.0,0.25,0.75,1.0,0.75,0.8333333333333334
5.0,5.0,5.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,1.0,0.75,1.0,1.0,0.5,1.0,1.0,1.0,0.8333333333333334
6.0,5.0,4.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,0.75,0.75,1.0,0.5,0.5,0.75,0.5,0.75,0.8333333333333334
6.0,3.0,5.0,1.0,4.0,5.0,3.0,5.0,5.0,3.0,1.0,0.0,0.75,1.0,0.5,1.0,1.0,0.5,0.5
6.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,1.0,0.75,0.75,1.0,0.75,1.0,1.0,0.5,0.6666666666666666
3.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.75,0.75,0.75,0.75,0.75,0.5,0.75,0.75,0.5
4.0,3.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,0.5,0.75,1.0,0.25,0.75,0.75,0.75,0.75,0.5
6.0,5.0,2.0,5.0,5.0,1.0,3.0,5.0,5.0,5.0,0.25,1.0,1.0,0.0,0.5,1.0,1.0,1.0,0.8333333333333334
6.0,5.0,3.0,5.0,3.0,1.0,2.0,4.0,5.0,4.0,0.5,1.0,0.5,0.0,0.25,0.75,1.0,0.75,0.8333333333333334
5.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,2.0,5.0,1.0,0.75,0.75,1.0,0.5,0.5,0.25,1.0,0.8333333333333334
3.0,4.0,2.0,2.0,4.0,1.0,3.0,2.0,3.0,2.0,0.25,0.25,0.75,0.0,0.5,0.25,0.5,0.25,0.6666666666666666
6.0,4.0,4.0,3.0,4.0,5.0,3.0,5.0,5.0,5.0,0.75,0.5,0.75,1.0,0.5,1.0,1.0,1.0,0.6666666666666666
2.0,5.0,4.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,0.75,0.75,1.0,1.0,0.5,1.0,1.0,1.0,0.8333333333333334
5.0,5.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,1.0,0.75,1.0,0.5,0.5,0.5,0.75,0.75,0.8333333333333334
3.0,3.0,4.0,1.0,5.0,4.0,3.0,4.0,5.0,4.0,0.75,0.0,1.0,0.75,0.5,0.75,1.0,0.75,0.5
2.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,0.75,0.5,0.75,0.5,0.75,0.5,0.75,1.0,0.8333333333333334
6.0,4.0,5.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,1.0,0.75,1.0,0.75,0.75,0.75,1.0,0.75,0.6666666666666666
2.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0,4.0,5.0,0.5,0.25,0.75,0.25,0.75,0.75,0.75,1.0,0.5
4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,0.75,0.5,0.75,0.5,0.5,0.5,1.0,1.0,0.6666666666666666
1.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
1.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
7.0,2.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,3.0,0.5,1.0,0.75,0.0,0.5,0.5,0.5,0.5,0.3333333333333333
